Year,Month,Line,DayType,Riders,Shakeup,Provider,Mode,Days
2023,1,605,DX,1819,202212,PT,Bus,21
2017,11,94,DX,4606,201706,DO,Bus,21
2022,11,854,DX,755,202210,DO,Bus,21
2016,9,901,DX,26711,201606,DO,Bus,21
2011,10,206,DX,14149,201106,DO,Bus,21
2009,8,534,DX,3139,200906,DO,Bus,21
2016,9,165,DX,8117,201606,DO,Bus,21
2015,1,224,DX,8231,201412,DO,Bus,21
2016,4,232,DX,5955,201601,PT,Bus,21
2012,7,260,DX,12320,201206,DO,Bus,21
2022,1,501,DX,836,202112,PT,Bus,21
2011,4,207,DX,26667,201012,DO,Bus,21
2012,1,439,DX,415,201106,DO,Bus,21
2016,5,344,DX,1709,201601,DO,Bus,21
2017,1,243,DX,1505,201612,DO,Bus,21
2022,11,53,DX,9087,202210,DO,Bus,21
2012,1,770,DX,8700,201106,DO,Bus,21
2016,2,236,DX,2471,201601,DO,Bus,21
2012,2,163,DX,9851,201106,DO,Bus,21
2016,11,251,DX,8151,201606,DO,Bus,21
2016,10,127,DX,947,201606,DO,Bus,21
2017,1,28,DX,9618,201612,DO,Bus,21
2016,4,177,DX,243,201601,PT,Bus,21
2016,10,83,DX,2835,201606,DO,Bus,21
2015,1,120,DX,4066,201412,DO,Bus,21
2017,11,125,DX,5013,201706,PT,Bus,21
2011,9,28,DX,8148,201106,DO,Bus,21
2011,1,177,DX,206.666666666667,201012,PT,Bus,21
2015,1,217,DX,7882,201412,DO,Bus,21
2013,3,81,DX,17598,201212,DO,Bus,21
2018,7,76,DX,8164,201806,DO,Bus,21
2011,4,220,DX,289,201012,DO,Bus,21
2022,11,218,DX,500,202210,PT,Bus,21
2011,1,45,DX,21855,201012,DO,Bus,21
2016,2,126,DX,217,201601,DO,Bus,21
2010,11,111,DX,14231,201006,DO,Bus,21
2014,3,16,DX,25447,201312,DO,Bus,21
2011,4,177,DX,198.666666666667,201012,PT,Bus,21
2012,11,762,DX,4603,201206,DO,Bus,21
2011,11,62,DX,5076,201106,DO,Bus,21
2014,3,90,DX,8855,201312,DO,Bus,21
2024,2,258,DX,2003,202312,DO,Bus,21
2012,4,2,DX,19480,201106,DO,Bus,21
2015,1,534,DX,2813,201412,DO,Bus,21
2018,11,120,DX,3705,201806,DO,Bus,21
2011,12,620,DX,239,201106,DO,Bus,21
2011,1,730,DX,4646,201012,DO,Bus,21
2018,7,602,DX,1233,201806,DO,Bus,21
2021,11,30,DX,9674,202109,DO,Bus,21
2011,4,105,DX,12528,201012,DO,Bus,21
2020,9,750,DX,1298,202006,DO,Bus,21
2020,9,344,DX,679,202006,DO,Bus,21
2011,1,239,DX,850,201012,DO,Bus,21
2018,7,910,DX,14092,201806,DO,Bus,21
2011,4,150,DX,12330,201012,DO,Bus,21
2016,4,14,DX,19116,201601,DO,Bus,21
2011,4,577,DX,1297,201012,PT,Bus,21
2022,5,601,DX,362,202202,DO,Bus,21
2012,1,803,DX,42600.179,201106,DO,Rail,21
2011,1,220,DX,275,201012,DO,Bus,21
2011,12,167,DX,1814.52380952381,201106,PT,Bus,21
2011,12,210,DX,14040,201106,DO,Bus,21
2014,3,217,DX,8815,201312,DO,Bus,21
2021,10,287,DX,809,202109,DO,Bus,21
2014,3,200,DX,16022,201312,DO,Bus,21
2016,5,55,DX,8566,201601,DO,Bus,21
2009,1,710,DX,6802,200812,DO,Bus,21
2022,9,66,DX,11354,202206,DO,Bus,21
2016,10,237,DX,1994,201606,DO,Bus,21
2009,8,715,DX,4101,200906,DO,Bus,21
2021,11,60,DX,14303,202109,DO,Bus,21
2016,11,292,DX,2286,201606,DO,Bus,21
2014,3,71,DX,1986,201312,DO,Bus,21
2012,7,81,DX,15374,201206,DO,Bus,21
2015,1,801,DX,80777,201412,DO,Rail,21
2009,8,612,DX,2121,200906,DO,Bus,21
2011,5,730,DX,5180,201012,DO,Bus,21
2022,5,268,DX,487,202202,DO,Bus,21
2018,7,665,DX,483,201806,DO,Bus,21
2020,8,625,DX,63,202006,PT,Bus,21
2023,11,179,DX,849,202306,DO,Bus,21
2015,1,442,DX,223,201412,DO,Bus,21
2019,3,265,DX,1400,201812,DO,Bus,21
2014,5,720,DX,40257,201312,DO,Bus,21
2012,1,450,DX,1591,201106,DO,Bus,21
2012,7,183,DX,2429,201206,DO,Bus,21
2020,9,210,DX,5856,202006,DO,Bus,21
2018,11,266,DX,4719,201806,PT,Bus,21
2014,9,236,DX,2925,201406,DO,Bus,21
2012,7,127,DX,794,201206,DO,Bus,21
2022,1,169,DX,1186,202112,DO,Bus,21
2018,11,4,DX,14562,201806,DO,Bus,21
2018,11,183,DX,1633,201806,DO,Bus,21
2016,2,607,DX,80,201601,PT,Bus,21
2012,7,607,DX,63.1428571428571,201206,PT,Bus,21
2011,10,232,DX,6018.90476190476,201106,PT,Bus,21
2010,10,224,DX,10027,201006,DO,Bus,21
2021,10,258,DX,1560,202109,DO,Bus,21
2014,8,534,DX,3199,201406,DO,Bus,21
2013,3,534,DX,2956,201212,DO,Bus,21
2023,1,10,DX,6026,202212,DO,Bus,21
2016,4,260,DX,11346,201601,DO,Bus,21
2020,8,30,DX,6617,202006,DO,Bus,21
2023,11,266,DX,5306,202306,PT,Bus,21
2018,7,754,DX,17497,201806,DO,Bus,21
2012,7,117,DX,9087,201206,DO,Bus,21
2022,11,177,DX,110,202210,PT,Bus,21
2016,10,18,DX,18367,201606,DO,Bus,21
2016,4,176,DX,1822,201601,DO,Bus,21
2024,3,127,DX,1862,202312,DO,Bus,21
2016,5,201,DX,1166,201601,DO,Bus,21
2014,3,18,DX,24129,201312,DO,Bus,21
2011,5,801,DX,80222.761,201012,DO,Rail,21
2012,7,105,DX,12496,201206,DO,Bus,21
2012,11,202,DX,289,201206,DO,Bus,21
2011,11,10,DX,13295,201106,DO,Bus,21
2011,1,605,DX,1771.61904761905,201012,PT,Bus,21
2019,3,803,DX,29056,201812,DO,Rail,21
2014,3,45,DX,23142,201312,DO,Bus,21
2022,1,16,DX,14028,202112,DO,Bus,21
2024,3,154,DX,524,202312,DO,Bus,21
2010,7,251,DX,9631,201006,DO,Bus,21
2015,8,251,DX,9410,201506,DO,Bus,21
2012,1,232,DX,5869.04761904762,201106,PT,Bus,21
2016,10,603,DX,7861,201606,PT,Bus,21
2022,5,204,DX,16462,202202,DO,Bus,21
2010,9,53,DX,10970,201006,DO,Bus,21
2022,9,155,DX,1030,202206,DO,Bus,21
2012,2,166,DX,6938,201106,DO,Bus,21
2017,11,176,DX,1633,201706,DO,Bus,21
2016,4,611,DX,1660,201601,DO,Bus,21
2009,1,901,DX,20138,200812,DO,Bus,21
2013,3,705,DX,8030,201212,DO,Bus,21
2011,12,177,DX,139.761904761905,201106,PT,Bus,21
2016,5,625,DX,374,201601,PT,Bus,21
2022,1,35,DX,3512,202112,DO,Bus,21
2011,4,267,DX,3926,201012,DO,Bus,21
2016,9,169,DX,2422,201606,DO,Bus,21
2019,3,710,DX,6707,201812,DO,Bus,21
2016,11,60,DX,14861,201606,DO,Bus,21
2016,11,804,DX,52916,201606,DO,Rail,21
2015,8,2,DX,17096,201506,DO,Bus,21
2013,3,183,DX,2669,201212,DO,Bus,21
2012,11,600,DX,80,201206,DO,Bus,21
2017,1,910,DX,13269,201612,DO,Bus,21
2024,3,115,DX,11792,202312,DO,Bus,21
2009,1,705,DX,8128,200812,DO,Bus,21
2009,9,634,DX,338.619047619048,200906,PT,Bus,21
2009,9,207,DX,27326,200906,DO,Bus,21
2022,9,164,DX,4630,202206,DO,Bus,21
2016,9,788,DX,1905,201606,DO,Bus,21
2016,5,175,DX,864,201601,DO,Bus,21
2022,5,108,DX,12495,202202,DO,Bus,21
2011,11,90,DX,6626,201106,DO,Bus,21
2021,10,690,DX,1547,202109,DO,Bus,21
2016,2,108,DX,17575,201601,DO,Bus,21
2022,4,78,DX,5717,202202,DO,Bus,21
2012,4,92,DX,5640,201106,DO,Bus,21
2018,11,2,DX,11741,201806,DO,Bus,21
2014,9,102,DX,2780,201406,DO,Bus,21
2012,11,71,DX,2113,201206,DO,Bus,21
2009,8,761,DX,11270,200906,DO,Bus,21
2012,1,84,DX,8660,201106,DO,Bus,21
2024,2,90,DX,5185,202312,DO,Bus,21
2021,7,802,DX,63545,202106,DO,Rail,21
2016,5,687,DX,1426,201601,DO,Bus,21
2011,9,534,DX,3114,201106,DO,Bus,21
2011,10,239,DX,1150,201106,DO,Bus,21
2009,1,236,DX,2314,200812,DO,Bus,21
2016,9,161,DX,1277,201606,DO,Bus,21
2010,11,152,DX,12959,201006,DO,Bus,21
2018,11,111,DX,15354,201806,DO,Bus,21
2010,10,40,DX,17115,201006,DO,Bus,21
2015,8,265,DX,1680,201506,DO,Bus,21
2012,11,804,DX,42175.1601950733,201206,DO,Rail,21
2011,5,251,DX,9740,201012,DO,Bus,21
2010,10,625,DX,206.095238095238,201006,PT,Bus,21
2009,8,158,DX,2002,200906,DO,Bus,21
2021,7,115,DX,8211,202106,DO,Bus,21
2016,5,163,DX,9605,201601,DO,Bus,21
2011,12,115,DX,15868,201106,DO,Bus,21
2012,1,728,DX,6578,201106,DO,Bus,21
2011,9,150,DX,12355,201106,DO,Bus,21
2015,9,204,DX,25403,201506,DO,Bus,21
2009,8,62,DX,4367,200906,DO,Bus,21
2009,9,128,DX,1398.61904761905,200906,PT,Bus,21
2012,1,217,DX,7632,201106,DO,Bus,21
2011,5,751,DX,6485,201012,DO,Bus,21
2020,8,125,DX,1866,202006,PT,Bus,21
2014,5,260,DX,13223,201312,DO,Bus,21
2021,7,150,DX,2073,202106,DO,Bus,21
2016,5,612,DX,1374,201601,DO,Bus,21
2023,11,164,DX,5952,202306,DO,Bus,21
2014,8,243,DX,2011,201406,DO,Bus,21
2022,11,154,DX,479,202210,DO,Bus,21
2015,9,704,DX,12311,201506,DO,Bus,21
2016,11,218,DX,984,201606,PT,Bus,21
2010,10,42,DX,4813,201006,DO,Bus,21
2015,1,204,DX,23680,201412,DO,Bus,21
2012,7,164,DX,7023,201206,DO,Bus,21
2011,5,105,DX,12616,201012,DO,Bus,21
2010,11,801,DX,74831.761,201006,DO,Rail,21
2011,9,71,DX,1879,201106,DO,Bus,21
2012,7,150,DX,11325,201206,DO,Bus,21
2012,7,212,DX,14303,201206,DO,Bus,21
2023,1,66,DX,10524,202212,DO,Bus,21
2023,11,96,DX,708,202306,PT,Bus,21
2015,9,804,DX,44930.6976822322,201506,DO,Rail,21
2018,7,175,DX,327,201806,DO,Bus,21
2014,8,612,DX,1545,201406,DO,Bus,21
2009,9,490,DX,6283,200906,DO,Bus,21
2014,8,90,DX,7842,201406,DO,Bus,21
2011,11,92,DX,5916,201106,DO,Bus,21
2010,11,714,DX,3418,201006,DO,Bus,21
2018,11,232,DX,4883,201806,PT,Bus,21
2018,11,751,DX,4571,201806,DO,Bus,21
2011,9,205,DX,3924,201106,PT,Bus,21
2014,5,96,DX,1597,201312,PT,Bus,21
2011,11,234,DX,6633,201106,DO,Bus,21
2012,2,175,DX,780,201106,DO,Bus,21
2020,8,117,DX,4169,202006,DO,Bus,21
2011,9,290,DX,1158,201106,DO,Bus,21
2014,5,246,DX,3060,201312,DO,Bus,21
2012,7,51,DX,27509,201206,DO,Bus,21
2015,9,130,DX,3776,201506,PT,Bus,21
2016,10,154,DX,1009,201606,DO,Bus,21
2009,8,251,DX,10064,200906,DO,Bus,21
2012,7,35,DX,10655,201206,DO,Bus,21
2010,11,163,DX,10418,201006,DO,Bus,21
2022,4,180,DX,7615,202202,DO,Bus,21
2016,4,501,DX,511,201601,PT,Bus,21
2014,5,76,DX,10635,201312,DO,Bus,21
2010,7,205,DX,3410.47619047619,201006,PT,Bus,21
2011,10,2,DX,20380,201106,DO,Bus,21
2023,11,244,DX,1614,202306,DO,Bus,21
2016,10,205,DX,4089,201606,PT,Bus,21
2024,3,66,DX,12919,202312,DO,Bus,21
2015,8,268,DX,2015,201506,DO,Bus,21
2016,4,901,DX,25970,201601,DO,Bus,21
2011,4,728,DX,7258,201012,DO,Bus,21
2023,11,761,DX,7020,202306,DO,Bus,21
2016,11,155,DX,1501,201606,DO,Bus,21
2021,10,460,DX,3544,202109,DO,Bus,21
2016,11,127,DX,868,201606,DO,Bus,21
2016,5,125,DX,5342,201601,PT,Bus,21
2009,1,165,DX,9394,200812,DO,Bus,21
2015,9,611,DX,1787,201506,DO,Bus,21
2022,11,267,DX,870,202210,DO,Bus,21
2009,8,161,DX,1306,200906,DO,Bus,21
2023,1,92,DX,4049,202212,DO,Bus,21
2010,7,770,DX,9068,201006,DO,Bus,21
2011,9,761,DX,12067,201106,DO,Bus,21
2011,5,224,DX,10500,201012,DO,Bus,21
2014,9,806,DX,31849.5763428005,201406,DO,Rail,21
2022,1,10,DX,5142,202112,DO,Bus,21
2020,9,268,DX,614,202006,DO,Bus,21
2020,8,212,DX,5295,202006,DO,Bus,21
2009,1,730,DX,5620,200812,DO,Bus,21
2021,11,246,DX,2147,202109,DO,Bus,21
2021,10,130,DX,975,202109,PT,Bus,21
2010,7,730,DX,4814,201006,DO,Bus,21
2015,8,200,DX,13444,201506,DO,Bus,21
2017,11,251,DX,8682,201706,DO,Bus,21
2014,8,246,DX,2970,201406,DO,Bus,21
2021,11,550,DX,610,202109,DO,Bus,21
2021,10,268,DX,604,202109,DO,Bus,21
2023,1,603,DX,6304,202212,PT,Bus,21
2020,8,102,DX,1338,202006,DO,Bus,21
2020,8,252,DX,719,202006,DO,Bus,21
2022,5,224,DX,4790,202202,DO,Bus,21
2022,4,460,DX,3235,202202,DO,Bus,21
2022,11,30,DX,9061,202210,DO,Bus,21
2009,9,92,DX,5966,200906,DO,Bus,21
2011,9,685,DX,684,201106,DO,Bus,21
2009,1,720,DX,36990,200812,DO,Bus,21
2015,1,10,DX,12571,201412,DO,Bus,21
2011,12,102,DX,1587,201106,DO,Bus,21
2024,2,754,DX,12243,202312,DO,Bus,21
2014,3,167,DX,2837,201312,PT,Bus,21
2009,8,446,DX,4023,200906,DO,Bus,21
2019,3,801,DX,30599,201812,DO,Rail,21
2016,11,76,DX,9216,201606,DO,Bus,21
2014,5,292,DX,2702,201312,DO,Bus,21
2015,9,740,DX,3014,201506,DO,Bus,21
2016,10,202,DX,229,201606,DO,Bus,21
2016,5,760,DX,5137,201601,DO,Bus,21
2016,5,164,DX,6696,201601,DO,Bus,21
2010,9,14,DX,17561,201006,DO,Bus,21
2022,1,256,DX,550,202112,PT,Bus,21
2022,1,115,DX,7222,202112,DO,Bus,21
2021,7,102,DX,1579,202106,DO,Bus,21
2014,3,125,DX,6447,201312,PT,Bus,21
2018,7,901,DX,20515,201806,DO,Bus,21
2010,11,83,DX,4900,201006,DO,Bus,21
2022,1,265,DX,693,202112,DO,Bus,21
2022,11,92,DX,4388,202210,DO,Bus,21
2012,2,165,DX,9633,201106,DO,Bus,21
2022,1,154,DX,339,202112,DO,Bus,21
2009,1,266,DX,3959.80952380952,200812,PT,Bus,21
2012,2,220,DX,289,201106,DO,Bus,21
2023,11,18,DX,20323,202306,DO,Bus,21
2012,4,220,DX,268,201106,DO,Bus,21
2024,2,33,DX,15349,202312,DO,Bus,21
2021,7,28,DX,7336,202106,DO,Bus,21
2011,10,45,DX,22641,201106,DO,Bus,21
2009,8,108,DX,16201,200906,DO,Bus,21
2011,11,254,DX,821.666666666667,201106,PT,Bus,21
2019,3,268,DX,1570,201812,DO,Bus,21
2017,1,18,DX,16546,201612,DO,Bus,21
2022,5,115,DX,9262,202202,DO,Bus,21
2016,9,266,DX,5089,201606,PT,Bus,21
2020,8,803,DX,11854,202006,DO,Rail,21
2015,1,246,DX,2761,201412,DO,Bus,21
2011,12,150,DX,10660,201106,DO,Bus,21
2014,9,762,DX,4789,201406,DO,Bus,21
2009,8,205,DX,3399.04761904762,200906,PT,Bus,21
2023,11,754,DX,13335,202306,DO,Bus,21
2020,9,665,DX,150,202006,DO,Bus,21
2014,3,233,DX,14371,201312,DO,Bus,21
2011,1,757,DX,10114,201012,DO,Bus,21
2022,1,14,DX,7929,202112,DO,Bus,21
2011,12,222,DX,1234,201106,DO,Bus,21
2022,4,209,DX,303,202202,DO,Bus,21
2016,9,166,DX,6269,201606,DO,Bus,21
2011,4,733,DX,13501,201012,DO,Bus,21
2009,8,166,DX,6833,200906,DO,Bus,21
2019,3,861,DX,1432,201812,DO,Bus,21
2024,3,204,DX,22131,202312,DO,Bus,21
2016,11,665,DX,762,201606,DO,Bus,21
2009,1,625,DX,137.904761904762,200812,PT,Bus,21
2010,7,96,DX,2333.57142857143,201006,PT,Bus,21
2023,1,211,DX,269,202212,DO,Bus,21
2022,1,94,DX,5091,202112,DO,Bus,21
2021,11,720,DX,19091,202109,DO,Bus,21
2011,9,485,DX,1669,201106,DO,Bus,21
2018,7,150,DX,8318,201806,DO,Bus,21
2009,1,35,DX,9318,200812,DO,Bus,21
2021,7,166,DX,3457,202106,DO,Bus,21
2015,9,770,DX,8142,201506,DO,Bus,21
2024,2,179,DX,778,202312,DO,Bus,21
2022,4,127,DX,1247,202202,DO,Bus,21
2021,11,10,DX,6832,202109,DO,Bus,21
2016,10,128,DX,1335,201606,PT,Bus,21
2017,11,202,DX,251,201706,DO,Bus,21
2009,1,40,DX,18362,200812,DO,Bus,21
2012,11,166,DX,6880,201206,DO,Bus,21
2011,11,230,DX,5119,201106,DO,Bus,21
2020,8,4,DX,8895,202006,DO,Bus,21
2015,1,210,DX,13979,201412,DO,Bus,21
2009,8,125,DX,4627.90476190476,200906,PT,Bus,21
2009,8,115,DX,13418,200906,DO,Bus,21
2018,7,224,DX,6943,201806,DO,Bus,21
2023,11,207,DX,24655,202306,DO,Bus,21
2022,11,105,DX,13641,202210,DO,Bus,21
2019,3,81,DX,13472,201812,DO,Bus,21
2009,1,754,DX,22183,200812,DO,Bus,21
2010,7,534,DX,3050,201006,DO,Bus,21
2021,10,108,DX,12175,202109,DO,Bus,21
2020,8,200,DX,6507,202006,DO,Bus,21
2013,3,150,DX,11414,201212,DO,Bus,21
2014,3,175,DX,810,201312,DO,Bus,21
2014,9,60,DX,19673,201406,DO,Bus,21
2016,5,218,DX,1080,201601,PT,Bus,21
2016,2,550,DX,1639,201601,DO,Bus,21
2015,9,260,DX,11800,201506,DO,Bus,21
2019,3,780,DX,7431,201812,DO,Bus,21
2014,8,754,DX,19782,201406,DO,Bus,21
2012,4,177,DX,217.380952380952,201106,PT,Bus,21
2022,1,70,DX,11697,202112,DO,Bus,21
2019,3,180,DX,7832,201812,DO,Bus,21
2011,9,245,DX,4300,201106,DO,Bus,21
2016,11,150,DX,8882,201606,DO,Bus,21
2011,5,741,DX,3052,201012,DO,Bus,21
2023,1,754,DX,11187,202212,DO,Bus,21
2015,1,53,DX,13926,201412,DO,Bus,21
2018,7,625,DX,374,201806,PT,Bus,21
2019,3,70,DX,9786,201812,DO,Bus,21
2016,9,83,DX,2897,201606,DO,Bus,21
2013,3,577,DX,800.190476190476,201212,PT,Bus,21
2024,3,161,DX,759,202312,DO,Bus,21
2024,2,501,DX,1117,202312,PT,Bus,21
2021,11,910,DX,11801,202109,DO,Bus,21
2011,4,605,DX,2484.2380952381,201012,PT,Bus,21
2010,7,910,DX,7488,201006,DO,Bus,21
2009,8,645,DX,390,200906,DO,Bus,21
2023,1,246,DX,2107,202212,DO,Bus,21
2022,1,237,DX,950,202112,DO,Bus,21
2016,4,209,DX,1069,201601,DO,Bus,21
2017,11,165,DX,7924,201706,DO,Bus,21
2012,2,577,DX,885.047619047619,201106,PT,Bus,21
2015,8,201,DX,1192,201506,DO,Bus,21
2011,12,200,DX,14686,201106,DO,Bus,21
2020,8,155,DX,348,202006,DO,Bus,21
2016,10,165,DX,7938,201606,DO,Bus,21
2016,10,167,DX,2622,201606,PT,Bus,21
2011,10,222,DX,1404,201106,DO,Bus,21
2024,2,233,DX,11706,202312,DO,Bus,21
2016,10,740,DX,2866,201606,DO,Bus,21
2021,10,267,DX,1079,202109,DO,Bus,21
2016,9,125,DX,5551,201606,PT,Bus,21
2012,7,252,DX,2181,201206,DO,Bus,21
2009,8,450,DX,804,200906,DO,Bus,21
2010,9,705,DX,8425,201006,DO,Bus,21
2012,1,45,DX,22301,201106,DO,Bus,21
2010,7,230,DX,5249,201006,DO,Bus,21
2016,11,166,DX,6041,201606,DO,Bus,21
2016,4,757,DX,13150,201601,DO,Bus,21
2012,7,102,DX,2274,201206,DO,Bus,21
2019,3,10,DX,11844,201812,DO,Bus,21
2023,11,807,DX,2763,202306,DO,Rail,21
2016,10,183,DX,2110,201606,DO,Bus,21
2016,4,205,DX,4083,201601,PT,Bus,21
2014,8,161,DX,1554,201406,DO,Bus,21
2023,1,179,DX,656,202212,DO,Bus,21
2021,7,534,DX,1022,202106,DO,Bus,21
2016,5,750,DX,3041,201601,DO,Bus,21
2022,9,267,DX,1071,202206,DO,Bus,21
2016,2,720,DX,36620,201601,DO,Bus,21
2014,9,158,DX,2692,201406,DO,Bus,21
2011,9,757,DX,13702,201106,DO,Bus,21
2018,7,442,DX,177,201806,DO,Bus,21
2011,1,200,DX,14699,201012,DO,Bus,21
2017,11,910,DX,15388,201706,DO,Bus,21
2019,3,266,DX,4722,201812,PT,Bus,21
2016,10,754,DX,20400,201606,DO,Bus,21
2023,11,16,DX,19966,202306,DO,Bus,21
2014,3,180,DX,11847,201312,DO,Bus,21
2013,3,258,DX,2067,201212,DO,Bus,21
2014,5,128,DX,1506,201312,PT,Bus,21
2021,11,601,DX,338,202109,DO,Bus,21
2022,11,111,DX,12877,202210,DO,Bus,21
2009,1,234,DX,5788,200812,DO,Bus,21
2010,7,60,DX,18096,201006,DO,Bus,21
2022,1,665,DX,235,202112,DO,Bus,21
2011,11,33,DX,12586,201106,DO,Bus,21
2016,5,169,DX,2497,201601,DO,Bus,21
2024,2,801,DX,61342,202312,DO,Rail,21
2010,10,287,DX,1923,201006,DO,Bus,21
2009,1,2,DX,21816,200812,DO,Bus,21
2014,9,20,DX,16341,201406,DO,Bus,21
2012,2,2,DX,19695,201106,DO,Bus,21
2009,9,757,DX,11936,200906,DO,Bus,21
2015,1,176,DX,1828,201412,DO,Bus,21
2018,11,126,DX,180,201806,DO,Bus,21
2017,1,750,DX,2552,201612,DO,Bus,21
2011,1,110,DX,9256,201012,DO,Bus,21
2011,5,96,DX,2617.71428571429,201012,PT,Bus,21
2011,10,102,DX,1685,201106,DO,Bus,21
2016,9,204,DX,23039,201606,DO,Bus,21
2017,1,611,DX,1377,201612,DO,Bus,21
2016,10,81,DX,15694,201606,DO,Bus,21
2024,2,167,DX,1316,202312,PT,Bus,21
2010,7,14,DX,16477,201006,DO,Bus,21
2011,11,2,DX,19523,201106,DO,Bus,21
2018,7,803,DX,29875,201806,DO,Rail,21
2022,5,92,DX,4107,202202,DO,Bus,21
2015,9,156,DX,1690,201506,DO,Bus,21
2010,7,102,DX,1415,201006,DO,Bus,21
2010,10,20,DX,17036,201006,DO,Bus,21
2014,5,94,DX,6119,201312,DO,Bus,21
2012,4,550,DX,3169,201106,DO,Bus,21
2018,7,66,DX,10590,201806,DO,Bus,21
2015,8,125,DX,5667,201506,PT,Bus,21
2009,8,96,DX,2389.42857142857,200906,PT,Bus,21
2009,8,287,DX,1751,200906,DO,Bus,21
2010,9,910,DX,7741,201006,DO,Bus,21
2010,10,687,DX,1810,201006,DO,Bus,21
2011,10,728,DX,6723,201106,DO,Bus,21
2019,3,92,DX,5670,201812,DO,Bus,21
2014,5,175,DX,845,201312,DO,Bus,21
2018,11,209,DX,751,201806,DO,Bus,21
2016,11,30,DX,12981,201606,DO,Bus,21
2013,3,620,DX,241,201212,DO,Bus,21
2022,9,910,DX,14672,202206,DO,Bus,21
2014,3,750,DX,4844,201312,DO,Bus,21
2014,3,803,DX,42085.3266834906,201312,DO,Rail,21
2015,9,111,DX,18064,201506,DO,Bus,21
2023,1,266,DX,4284,202212,PT,Bus,21
2019,3,4,DX,14566,201812,DO,Bus,21
2019,3,175,DX,897,201812,DO,Bus,21
2014,8,605,DX,2333,201406,PT,Bus,21
2009,1,45,DX,20517,200812,DO,Bus,21
2010,7,270,DX,1756.95238095238,201006,PT,Bus,21
2021,7,854,DX,1302,202106,DO,Bus,21
2016,4,150,DX,9230,201601,DO,Bus,21
2017,1,802,DX,145286,201612,DO,Rail,21
2018,11,256,DX,1519,201806,PT,Bus,21
2016,11,35,DX,8829,201606,DO,Bus,21
2010,11,26,DX,28060,201006,DO,Bus,21
2011,5,754,DX,22117,201012,DO,Bus,21
2009,9,18,DX,27869,200906,DO,Bus,21
2022,4,125,DX,3968,202202,PT,Bus,21
2009,1,214,DX,345.095238095238,200812,PT,Bus,21
2018,11,70,DX,9609,201806,DO,Bus,21
2012,4,577,DX,843.52380952381,201106,PT,Bus,21
2009,1,156,DX,2303,200812,DO,Bus,21
2022,4,230,DX,2453,202202,DO,Bus,21
2022,9,108,DX,12869,202206,DO,Bus,21
2013,3,209,DX,1068,201212,DO,Bus,21
2020,9,601,DX,400,202006,DO,Bus,21
2012,7,460,DX,4862,201206,DO,Bus,21
2011,5,209,DX,1123,201012,DO,Bus,21
2014,9,442,DX,327,201406,DO,Bus,21
2010,9,741,DX,3099,201006,DO,Bus,21
2022,11,690,DX,771,202210,DO,Bus,21
2015,8,218,DX,1085,201506,PT,Bus,21
2009,8,794,DX,6387,200906,DO,Bus,21
2011,4,612,DX,1609,201012,DO,Bus,21
2022,9,577,DX,801,202206,PT,Bus,21
2009,1,209,DX,933,200812,DO,Bus,21
2014,3,165,DX,9117,201312,DO,Bus,21
2015,1,292,DX,2522,201412,DO,Bus,21
2018,11,154,DX,763,201806,DO,Bus,21
2022,11,603,DX,6096,202210,PT,Bus,21
2011,4,232,DX,5832.61904761905,201012,PT,Bus,21
2009,1,620,DX,813,200812,DO,Bus,21
2013,3,62,DX,5087,201212,DO,Bus,21
2016,11,268,DX,1931,201606,DO,Bus,21
2020,9,66,DX,9800,202006,DO,Bus,21
2009,9,442,DX,240,200906,DO,Bus,21
2022,1,158,DX,879,202112,DO,Bus,21
2011,1,4,DX,19029,201012,DO,Bus,21
2014,3,120,DX,4386,201312,DO,Bus,21
2010,11,710,DX,7907,201006,DO,Bus,21
2016,9,256,DX,1937,201606,PT,Bus,21
2013,3,51,DX,29399,201212,DO,Bus,21
2017,1,780,DX,7541,201612,DO,Bus,21
2011,5,128,DX,1158.09523809524,201012,PT,Bus,21
2023,11,167,DX,1459,202306,PT,Bus,21
2022,1,205,DX,2317,202112,PT,Bus,21
2014,5,218,DX,1255,201312,PT,Bus,21
2012,7,236,DX,2250,201206,DO,Bus,21
2011,11,111,DX,19365,201106,DO,Bus,21
2024,3,224,DX,6400,202312,DO,Bus,21
2023,11,256,DX,475,202306,PT,Bus,21
2011,9,754,DX,22390,201106,DO,Bus,21
2022,4,155,DX,893,202202,DO,Bus,21
2010,11,442,DX,218,201006,DO,Bus,21
2017,11,258,DX,2664,201706,DO,Bus,21
2022,4,115,DX,8647,202202,DO,Bus,21
2012,1,745,DX,6910,201106,DO,Bus,21
2020,9,14,DX,6741,202006,DO,Bus,21
2024,2,240,DX,10496,202312,DO,Bus,21
2012,11,246,DX,2806,201206,DO,Bus,21
2011,5,115,DX,17663,201012,DO,Bus,21
2017,1,167,DX,1928,201612,PT,Bus,21
2011,5,645,DX,652,201012,DO,Bus,21
2011,1,258,DX,1613,201012,DO,Bus,21
2011,11,51,DX,28639,201106,DO,Bus,21
2009,1,211,DX,799,200812,DO,Bus,21
2010,9,612,DX,1991,201006,DO,Bus,21
2016,10,35,DX,9166,201606,DO,Bus,21
2022,9,534,DX,1150,202206,DO,Bus,21
2015,8,177,DX,217,201506,PT,Bus,21
2011,1,267,DX,3480,201012,DO,Bus,21
